Address;Title;Description;Rooms;Living Space (sqm);Price;Price_per_SquareMeter
1958 Uvrier;2.5 pièces au 1er étage;Nouvelle promotion à Uvrier de 10 petits immeubles de 3 étages pour un total de 165 appartements allant du studio au 6 pièces dont 30 attiques.Belle situation sur la Rive droite à la Route d'Italie à moins de 500 m du centre commercial de la Coop, du centre scolaire et à 3 min en voiture de la ville de Sion.Avec une architecture contemporaine épurée et une orientation Sud-Ouest pour la plupart des appartements, cette promotion inspire la joie de vivre, d'où son nom « Alegria » !B2-78: 2.5 piècesBalcon : 17 m2Surface de vente : 69 m2Distribution :- 1 Hall d'entrée- 1 Chambre avec salle de bain privative avec douche- 1 Toilette pour les visiteurs- 1 Cuisine équipée ouverte sur l'espace à manger/salon- 1 Balcon de 17 m2- 1 Cave (C67)PARKING :***Plus de places extérieures disponibles pour cette promotion***9 Places de parc pour moto à CHF 8'000.- en sus1 place de parc intérieure (CHF 35'000 en sus et obligatoire)COMMODITÉS :- Centre commercial de la Coop à 150 m- Arrêt de bus à 150 m- Gare CFF à 1 km- Centre scolaire à 1 km- Autoroute à 4,5 km- Centre-ville de Sion à 5 kmDisponible en 2024 !Chez nous la curiosité est un joli défaut ! Alors appelle-nous pour plus d'informations ou une visite !Contact : Cyril 079 464 11 35***Tous les lots disponibles sur www.berra-immobilier.ch***;2.5;69.0;356000.0;5159.420289855072
Länggasse 81, 3250 Lyss;Ihr Eigenheim in der Gemeinde Lyss-Busswil;An der Länggasse in der Gemeinde Lyss-Busswil erstellen wir im 2024 insgesamt 6 Doppelhaushälften. Die Baubewilligung ist bereits vorhanden. Die Häuser befinden sich an gut erschlossener Lage nahe Waldrand an einer 30er Zone. Sie verfügen alle über einen Carport sowie einen Aussenparkplatz. Ausserdem ist eine gemeinsame Heizung mit Wärmepumpe vorgesehen. Umgebung:Besonderes Highlight der Häuser sind die grosszügigen Grünflächen. Sie bieten zusätzlich zum Sitzplatz eine grosse Spielwiese. Ihre Kinder werden in dieser grünen Umgebung viele schöne Erinnerungen sammeln können. Innenausbau:Im Hausinnern lädt die offene Wohnküche mit Kochinsel zum verweilen mit Familie und Freunden ein. Vom Essbereich aus haben Sie einen direkten Zugang zum gemütlichen Gartensitzplatz. Die Nasszellen sind modern und grosszügig gestaltet. Im Dachgeschoss befindet sich ein separates Zimmer, welches auch als Wohnzimmer genutzt werden kann sowie der Waschraum mit zusätzlichem Estrichbereich. Schlüsselfertig und bezugsbereit:Eigenleistungen sind keine möglich, jedoch können Sie alle Boden- und Wandbeläge, die Küche, Sanitärapparate, elektrische Installationen und die Garderobe bei den dafür vorgesehenen Unternehmern auswählen (Budgets gemäss Baubeschrieb). Die Liegenschaft wird Ihnen daher schlüsselfertig und bezugsbereit übergeben. Weitere Informationen entnehmen Sie bitte dem Verkaufsdossier, welches (oben) als PDF-Dokument beigefügt ist. Auf der letzten Seite der Dokumentation sehen Sie Preisliste, worauf die separaten Preise der einzelnen Häuser sowie der aktuelle Verkaufsstand ersichtlich sind. Den Baubeschrieb liefern wir Ihnen wenn gewünscht gerne nach.Sie haben sich bereits mit Ihrer Bank abgesprochen und kennen ihr Kaufbudget? Sehr gerne beraten wir Sie bei einem Verkaufsgespräch bei uns im Büro. Wir freuen uns über Ihren Anruf!;6.5;152.0;885000.0;5822.368421052632
1131 Tolochenaz;Maison d'exception entièrement rénovée;;7.5;240.0;1920000.0;8000.0
Furkastrasse, 3982 Bitsch;4.5 Attika-Whg. WÜB Ze Warme Brunnu, Bitsch - B302/ C302;;4.5;145.0;940000.0;6482.758620689655
1004 Lausanne;ATTIQUE  DE 2,5 PCES - proche du centre commercial des Bergières!;;2.5;53.0;645000.0;12169.811320754718
1958 Uvrier;Plusieurs 4,5 pces encore disponibles !;Nouvelle promotion à Uvrier de 10 petits immeubles de 3 étages pour un total de 165 appartements allant du studio au 6 pièces dont 30 attiques.Belle situation sur la Rive droite à la Route d'Italie à moins de 500 m du centre commercial de la Coop, du centre scolaire et à 3 min en voiture de la ville de Sion.Avec une architecture contemporaine épurée et une orientation Sud-Ouest pour la plupart des appartements, cette promotion inspire la joie de vivre, d'où son nom « Alegria » !B4-108: Appartement de 4,5 pièces Surface habitable : 103 m2Terrasse : 10 m2Jardin : 62 m2Surface de vente : 127 m2Distribution :- 1 Hall d'entrée avec armoire- 1 Chambre avec salle de bain privative avec douche- 2 Chambres- 1 Salle de bain avec baignoire- 1 Cuisine équipée ouverte sur l'espace à manger/salon- 1 Terrasse de 10 m2- 1 Jardin de 62 m2- 1 Cave (C87)PARKING :***Plus de places extérieures disponibles pour cette promotion***9 Places de parc pour moto à CHF 8'000.- en sus2 places de parc intérieures (CHF 35'000 pièce en sus obligatoire)COMMODITÉS :- Centre commercial de la Coop à 150 m- Arrêt de bus à 150 m- Gare CFF à 1 km- Centre scolaire à 1 km- Autoroute à 4,5 km- Centre-ville de Sion à 5 kmDisponible en 2024 !Chez nous la curiosité est un joli défaut ! Alors appelle-nous pour plus d'informations ou une visite !Contact : Cyril 079 464 11 35***Tous les lots disponibles sur www.berra-immobilier.ch***;4.5;127.0;618000.0;4866.141732283465
Hitzkircherstrasse 5, 6284 Gelfingen;Neubau | attraktive 4.5-Zimmerwohnung (1. OG) zu verkaufen;;4.5;129.0;840000.0;6511.627906976744
1782 Belfaux;La Source Belfaux;"Profitant d'un lieu de vie idéal, le projet ""La Source"" propose 12 appartements allant du 2.5 pièces aux 5.5 pièces au coeur de la commune de Belfaux. Chaque immeuble compte 3 appartements avec des surfaces habitables variant de 50 m2 à 141 m2. Ces appartements aux volumes intéressants peuvent répondre aux attentes d'un jeune couple, d'une famille ou de seniors en fonction des besoins. Les logements situés au rez-de-chaussée profitent d'une belle terrasse donnant accès à l'espace vert et central du projet. Les appartements au 1er ou 2ème étage disposent quant à eux d'un balcon qui offre un coup d'oeil privilégié sur les extérieurs verdoyants. Des places de parc couvertes sont disponibles en sus du prix de vente.Pour de plus amples informations, vous pouvez consulter : www.source-belfaux.ch";5.5;128.0;890000.0;6953.125
1977 Icogne;Villa individuelle complètement modulable;Vente sur plan Construction modulableAutorisation de construire en force3 magnifiques villas individuelles d'architecte à Icogne avec de grandes baies vitrées sur toute la façade qui mettent en valeur la somptueuse vue plongeante sur la plaine du Rhône.EN BREF :Projet à haut rendement énergétique utilisant PAC et panneaux solairesTerrains aménageables entre 463 et 570m2 = Création de jardins et paysage Surface habitable modulable pouvant être augmentée ou réduitePOINTS FORTS :- Rive droite. Ensoleillement optimal- Orientation Sud- Vue totalement dégagée sur la vallée du Rhône- Quartier exclusif au calme - Finitions au gré du preneur - Optimisation énergétique- Panneaux photovoltaïques - PAC réversibleSURFACES VILLA B :- Surface terrain : 463m2- Surface utile : 226m2- Surface habitable brute : 166m2- Terrasse : 28,50m2- Balcon : 23m2- Surface de vente : 176m2FINITIONS MODULABLES :- Façades extérieures- Toiture- Production solaire- Aménagements extérieurs- Cheminée, poêle et brasero- Électricité : Éclairage et domotique- Barrières intérieures- Barrières extérieures- Menuiseries intérieures et extérieures- Cuisine, sanitaires et sols- Revêtement mural intérieur- Aménagement dressing et placardsCOMMODITÉS :- Sion à 20min- Pistes de ski de Crans-Montana à 10min- Arrêt de bus à 300m- Café à 250m- Station de charge de voitures électriques à 300mPARKING :- Garage pour 1 voiture- 1 place extérieure non couvertePrésentation des différentes finitions uniquement sur demande !Chez nous la curiosité est un joli défaut alors n'hésitez pas à nous appeler pour plus d'informations ou une visite sur place !Contact : Cyril 0794641135***Tous nos biens sur www.berra-immobilier.ch !!!!***;5.5;166.0;970000.0;5843.373493975903
Egliswilerstrasse, 5707 Seengen;Privilegiertes Wohnen in Seengen;"www.senga-wohnen.chAb Dezember 2024 werden 3 massgeschneiderte 4.5-Zimmerwohnungen im Stockwerkeigentum an Ihre neuen Liebhaber verkauft. An der Egliswilerstrasse, am Dorfrand der Aargauer Hallwilersee-Gemeinde Seengen, lädt die Überbauung SENGA schon bald zu einem einzigartigen Wohnerlebnis zwischen Natur, See und Dorf ein.Die qualitativ hochwertigen Wohnungen im Minergie-Standard zeichnen sich durch folgende Eigenschaften aus: • ausschliesslich hochwertige Materialien • durchdachte Raumaufteilung • durchschnittlich grosse Wohnflächen • helle Räumlichkeiten • grosszügige und sonnige Terrassen mit Aussicht ins Grüne • direkter Zugang zur Wohnung mit Lift Als Käufer können Sie, sofern es der Baufortschritt zulässt, folgende Entscheide im Ausbau mitbestimmen und selbst gestalten: • Gestaltung der Nasszellen • Gestaltung der Küche inkl. Auswahl der Küchengeräte • Elektroinstallationen • Grundrissoptimierung durch Verschiebung und Anpassung von innenliegenden Wänden • Wand- und Bodenbeläge Die Überbauung befindet sich an ruhiger Lage im idyllischen Wohnquartier Seengen. Die Gemeinde zeichnet sich durch den schönen Hallwilersee aus, welcher zu langen Spaziergängen und zum Baden im Sommer einlädt. Nur wenige Meter von der Haustüre entfernt, befindet sich die Busstation. Stadtzentren wie Lenzburg oder Aarau sind innert wenigen Minuten mit dem ÖV oder dem Auto erreichbar.Weitere Informationen zur Überbauung, sowie die Auswahl Ihrer Traumwohnung finden Sie auf der Projektwebseite: www.senga-wohnen.chWir freuen uns, Ihnen für ergänzende Auskünfte zur Verfügung zu stehen. Gerne begrüssen wir Sie auch für ein persönliches Gespräch bei uns im Büro oder vor Ort auf der Baustelle.H&amp;B Real Estate AGRemo Zöbeli | Teamleiter Vermarktung WohnenImmobilienbewirtschafter mit eidg. FATel. 044 250 52 03senga@hbre.ch";4.5;113.0;1015000.0;8982.300884955752
Les Diablerets, 1865 Les Diablerets;LOT 9 - 5,5 pièces au deuxième étage;;5.5;106.0;806000.0;7603.773584905661
1218 Le Grand-Saconnex;.;;9.0;150.0;2100000.0;14000.0
1316 Chevilly;Appartement neuf de 2.5 pièces avec balcon;"NOUVELLE PROMOTION ! Appartement traversant de 2.5 pièces de 63 m2 avec balcon de 21 m2.Vous appréciez la nature, le calme mais souhaitez également être proche des grandes villes ? Alors optez sans plus tarder pour la nouvelle promotion située au coeur du charmant village de Chevilly.Ce projet prévoit un immeuble de 10 appartements, de 2.5 et 3.5 pièces dès 51 m2 jusqu'à 91 m2. Tous les appartements disposent d'un balcon soit d'une terrasse. La Livraison est prévue été 2024.Cet appartement de 2.5 pièces se trouve au 1er étage avec balcon.Il se compose d'une cuisine ouverte sur la salle-à-manger et le séjour donnant accès à la terrasse, une grande chambre à coucher, une salle de bains/WC et un réduit avec arrivée d'eau pour la avec colonne de lavage.Une cave et deux places de parc extérieures (CHF 50'000 en sus) complètent ce bien.Votre futur logement sera spacieux, confortable et adaptée à votre mode de vie.LES ATOUTS :- Production de chauffage: pompe à chaleur- Panneaux photovoltaïques pour une diminution des coûts de votre facture énergétique- Chaque appartement dispose d'une terrasse ou d'un balconLe village de Chevilly est situé dans le canton de Vaud en Suisse. C'est une commune qui fait partie du district de Morges.Chevilly est un petit village pittoresque, entouré de champs et de vignobles, typique de la région vaudoise. Il est situé dans la campagne, à quelques kilomètres au nord de la ville de Morges, qui est la principale ville de la région.Le village de Chevilly offre un cadre paisible et rural, avec des maisons traditionnelles en pierre et des paysages agricoles. Il est idéal pour ceux qui recherchent la tranquillité et l'authenticité de la vie villageoise suisse. Le canton de Vaud est réputé pour ses paysages variés.Le village est desservi par les commodités suivantes :- Arrêt de bus (Chevilly, Fontaine) ligne 760 en direction de Cossonay ou La Sarraz - 350m- Salon de coiffure - 15m- Restaurant - 300m- Cabinet de kinésiologie - 250mD'autres commodités se trouvent dans les villages / villes alentours :- Dizy - 2.4km - 4 minutes en voiture et 8 minutes en bus- La Sarraz - 4.7km - 8 minutes en voiture- Lausanne - 23km - 30 minutes en voiture- Morges - 18km - 25 minutes en voiture- Yverdon-les-Bains - 26km - 30 minutes en voiture Les crèches à proximité de votre future appartement sont :- L'Arlequin - Nurserie / Garderie - Enfants de 0 à 4 ans - La Sarraz - 8 minutes en voiture- Les Baladins - Garderie - Orny - 10 minutes en voiture- L'Oasis - Nurserie / Garderie - Enfants de 0 à 4 ans - Eclépens - 8 minutes en voiture- Les Chavannes - Nurserie / Garderie - Enfants de 0 à 4 ans - Cossonay - 8 minutes en voitureLe cercle scolaire obligatoire de Chevilly s'organise de la manière suivante actuellement :- 1P ? 2P et 3P ? 4P Lieu : Moiry Transports par bus scolaire (4 fois car les enfants rentrent à midi)- 5P ? 6P Lieu : La Sarraz Transports par bus scolaire (4 fois car les enfants rentrent à midi)- 7P à 11S Lieu : La Sarraz Transports par bus de ligne (MBC 10-760) Cantine scolaire à midi car horaire continu (1h15 de pause)VISITES ET INFORMATIONS BERNARD NICOD SA :Alexandra JEREZ 079 945 43 90 &amp; Tania LEITE 076 577 34 32alexandra.jerez@bernard-nicod.ch tania.leite@bernard-nicod.ch";2.5;52.0;460000.0;8846.153846153846
Terrassenstrasse 43, 2553 Safnern;4.5-Zimmer-Terrassenhaus mit Aussicht auf Alpen und Aarelandschaft;"MikrolageNATUR- UND STADTNAH:- kurze Entfernung zur Stadt Biel und gut mit Auto, Velo oder Bus erreichbar- direkter Zugang zu Freizeitaktivitäten und NaherholungDie neuen Terrassenhäuser liegen in einem ruhigen Wohnquartier an privilegierter Hanglage. Diese erhöhte Lage ermöglicht eine gute Besonnung und einen schönen Weitblick auf die Alpen und die Natur.Der ""Volg"" und die Bushaltestelle sind in wenigen Gehminuten erreichbar. Mit dem Auto sind Biel und Solothurn mit ihren Verbindungsstrassen in wenigen Fahrminuten erreichbar.Das Schulhaus Räbli mit der Primar- und Tagesschule ist sehr nah und für Kinder durch Quartierstrassen und ohne Überquerung grosser Hauptstrassen zu erreichen.In unmittelbarer Nähe befinden sich die Wälder Riedrain und Burgerwald mit Naturschutzgebiet und Spielplatz. Auch auf dem Terrain der Terrassenhäuser befindet sich ein eigener Spielplatz. Zudem sind die Aare und das Häftli nicht weit entfernt. KaufobjektNATURVERBUNDENES WOHNEN FÜR QUALITÄTSBEWUSSTE:- hoher Nutzungs- und Wohlfühl-Faktor- grosse Detailtreue und Nachhaltigkeit im Einklang mit der NaturPer 01. November 2024 erstellen wir für Sie an exklusiver Hanglage 4 Liegenschaften mit je 4 hellen, sonnigen und barrierefreien Terrassenhäusern. Die modernen 3.5-, 4.5-, und 5.5-Zimmer-Häuser bieten einen hohen Ausbaustandard und durch die erhöhte Lage eine tolle Aussicht auf die Alpen und die Aarelandschaft.Die eingeschossigen Einheiten liegen alle -inklusive Keller, Waschküche und Vorraum- auf einer Ebene, was für viel Wohnqualität spricht. Jedes Haus bietet eine grosse, ungedeckte Sonnenterrasse mit traumhafter Aussicht. Die meisten Häuser haben zudem noch eine gedeckte Terrasse zum verweilen, auch bei schlechtem Wetter.Zu den Liegenschaften gehört ein gemeinsamer Spielplatz, zwei Einstellhallen, aufgeteilt auf zwei Ebenen sowie Besucherparkplätze, ein Velo- und Kehrrichtraum. Die Terrassenhäuser werden somit eindeutig verschiedenen Zielgruppen gerecht. Im Vordergrund stehen bei den barrierefreien Häusern das Wohlfühlambiente und der direkte Bezug zur Natur.Weitere Informationen können Sie der übersichtlichen, attraktiven Homepage entnehmen:www.zileten.chErgreifen Sie auch die Gelegenheit für ein persönliches Gespräch mit uns. Wir erwarten gerne Ihren Anruf.";4.5;116.0;1040000.0;8965.51724137931
Randenstrasse, 8200 Schaffhausen;Einzigartige Neubau Eigentumswohnung auf der Breiti;;3.5;115.0;1120000.0;9739.130434782608
1941 Vollèges;Les Alvéoles - 3 villas de standing en terrasse;Vente sur plans : permis de construire en forceAvec sous-sol3 superbes villas placées sur un terrain légèrement en pente qui permet une vue splendide, ouverte et dégagée. Conception moderne et contemporaine, elles satisferont les plus exigeants ! Les atouts de l'intimité et privacité d'une villa, mais l'entretien en moins !Chaque villa a été soigneusement conçue pour offrir un espace de vie généreux et lumineux, avec des finitions haut de gamme et des matériaux de qualité. La proximité des commodités locales, des écoles, de la crêche ainsi que de l'UAPE et des transports en commun rend ces villas encore plus attrayantes. La parcelle se situe à 5 minutes à pied de la gare et à 1 minute à pied de l'arrêt de bus Cormeyeur qui dessert Sembrancher-Leuron.Caractéristiques :- orientation Sud-Ouest pour tous les lots- quartier calme, vue et dégagement imprenables- surfaces habitables confortables : 60 m2 environ pièces à vivre, chambre parents 24 m2, chambres secondes 12-17 m2- suite parentales master avec partie dressing, salle de bain privative- sous-sol pour chaque villa avec accès direct depuis l'intérieur allant de 22 à 30 m2- piscine possible en option- penderie d'entrée incluse- finitions à choix : budgets élevés et confortables en rapport avec le standing de la situation et de l'objet- sol proposé en parquet sur l'ensemble des pièces de vies (chambres, séjours, hall, distribution, escalier intérieur) pour un magnifique cachet, bien entendu modifiable si besoin (sauf cuisines et salles de bain)- cuisine ouverte avec îlot ou retour- terrasses en partie couvertes et balcon d'agrément pour la suite à l'étage- jardins privés- la villa centrale dispose d'une importante baie vitrée zénitale en toiture pour une luminosité optimale à l'étage- construction traditionnelle dans les règles de l'art : grande qualité - stores électriques parties jour- triple vitrage- baies coulissantes à levage- chauffage au sol par PAC- panneaux solaires- canal de fumée et cheminée inclus- emplacement de colonne de lavage - modifications possibles sur demandeDistribution des espaces, liste des lots disponibles et plans via dossier sur demande. Pour plus d'informations, nous sommes à votre disposition.*** TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH;4.5;221.0;1490000.0;6742.081447963801
