Address;Title;Description;Rooms;Living Space (sqm);Price;Nearest Station Distance (m);Station Canton
1740 Neyruz FR;Bel appartement en duplex neuf dans un cadre verdoyant - Lot C2;Située au sein d'un environnement calme et résidentiel et entourée d'un splendide paysage verdoyant, cette belle villa jumelée vous séduira par sa modernité, ses spacieux volumes lumineux et son confort.- 3.5 pièces d'environ 140 m²- Parcelle de 224 m²- Suite parentale avec dressing- Grande terrasse- 2 places de parc extérieures dont une couverte;3.5;140.0;1158780.0;8486.0;Fribourg
2807 Pleigne;Deux belles villas d'architecte de 3.5 pièces proche de la nature;Belle maison individuelle à vendre à PleigneCette charmante maison individuelle clé en main de 3.5 pièces avec 3 salles de bains et 4 chambres est située dans un quartier calme et ensoleillé de Pleigne. Avec une surface habitable de 200m² agencé rien que pour vous, cette propriété spacieuse offre tout l'espace nécessaire pour votre famille. Construite en 2024, cette maison moderne s'étend sur 2 étages et offre une vue imprenable sur les environs. De la cuisine, à la salle de bains, en passant par les sols, agencez cette villa selon vos gouts !Points forts : • Domotique • Construction en double mur • Puissance photovoltaïque supérieur à la norme • Garage • Places de parc • Entrée couverte • Proche de la nature • Vue dégagéeRez-de-chaussée : • Hall d'entrée • Séjour - cuisine spacieux • Cellier • Local technique - Buanderie • Salle de bainEtage : • Distribution • 4 chambres dont une suite parentale avec salle de bain privative et dressing • Salle de bain • RéduitPossibilité de financement avantageux auprès de nos partenaire.N'attendez plus pour devenir propriétaire, c'est avec plaisir que nous vous renseignons sur ce beau projet.Contactez nous dès maintenant.;3.5;200.0;1012950.0;13016.0;Jura
1897 Bouveret;Plus de 40m2 de pièce de vie;"UNE EXCLUSIVITÉ BERRA IMMOBILIERDécouvrez sans attendre la superbe résidence ""Les Roses du Lac"" au Bouveret, sur la commune de Port-Valais.Le chantier a démarré !Cette PPE orientée Sud-Ouest comprend 13 appartements répartis sur 5 niveaux.CET APPARTEMENT (n°3) AU 1ER ÉTAGE EST AGENCÉ COMME SUIT- Entrée avec armoire encastrée- Grande pièce à vivre de plus de 40m2 avec accès au balcon- Chambre parentale de presque 15m2 avec salle d'eau privative- Seconde chambre de 13m2- Seconde salle d'eauPARKING- 1 place extérieure en sus et obligatoire CHF 15'000.-- 1 place extérieure couverte en sus et obligatoire CHF 20'000.-CARACTÉRISTIQUES- Top situation, proche du lac et des commodités- Orientation Sud-Ouest- Superbes volumes intérieurs et extérieurs- Construction selon les normes SIA en vigueur- Chauffage par PAC Air/Eau- Distribution par le sol- Thermostats d'ambiance (séjours et chambres)- Compteurs individuels- Panneaux photovoltaïques- Hottes de cuisine avec filtres plasma- Fenêtres PVC/aluminium blanc- Finitions au gré du preneur- Descriptif complet sur demande- 1 cave/appartementSITUATION COMMODITÉS- Proche de toutes les commodités (poste, Denner etc)- École primaire/UAPE- À quelques encablures de la Marina et du port- Accès autoroutiers à moins de 10 minutesN'hésitez pas à consulter la liste des lots disponibles.Renseignements et rdv : Alban +41 79 464 11 48.***Tous nos biens sont disponibles sur www.berra-immobilier.ch***";2.5;130.0;687450.0;6825.0;Vaud
1350 Orbe;Nouvelle construction - Villa Mitoyenne !;NOUVELLE PROMOTION A ORBE!Frais de notaire réduits car uniquement sur la quote-part terrain !Située dans un quartier résidentiel calme et à proximité de toutes les commodités, cette villa mitoyenne saura vous séduire !La maison profite d'une belle vue sur la plaine de l'Orbe et sur les Préalpes. Grâce à son orientation Sud-Est, vous bénéficierez d'un ensoleillement optimal.Au norme Minergie, le logement répond aux exigences actuelles de construction pour les aspects phoniques et thermiques. Elle est équipée d'une pompe à chaleur air-eau et de compteurs privés. Elle bénéficie également de panneaux photovoltaïques.Construite sur la même parcelle que les deux autres villas, une PPE sera constituée afin de définir les droits et usages des parties communes.Un garage-box ainsi qu'une place de parc extérieure viennent compléter ce bien.La villa est disposée comme-ci :Rez-de-chaussée:Un hall d'entrée avec armoires murales, un WC séparé, une cuisine agencée ouverte sur la salle à manger et le séjour. Accès aux extérieurs.Au premier étage:Deux chambres à coucher, une salle-de-bains avec WC et un bureau.Au combles :Une suite parentale avec salle de bain attenante.Au sous-sol :Une buanderie privée, une cave, un local technique ainsi qu'un disponible.Les extérieurs : une terrasse de 18m2, un jardin privatif de 298m2, un garage-box et une place de parc extérieure.Un garage box et une place de parc extérieure (CHF 45'000.-) complètent ce bien.Chaque acquéreur aura l'opportunité de choisir ses finitions et personnaliser son intérieur.La ville d'Orbe dispose de toutes les commodités. Pour les transports, « PubliCar Orbe » et « URBABUS » (réseau urbain d'Orbe), vous permettent depuis la ville d'Orbe de vous rendre à Chavornay, puis en train à Lausanne et Yverdon-les-Bains. Le train, « Travys » vous permet de rejoindre les communes voisines comme la Vallée de Joux, Yverdon-les-Bains ainsi que Sainte-Croix.L'axe autoroutier est accessible en 5 minutes, et vous donne la possibilité en 15 minutes de vous rendre à Lausanne et en 10 minutes à Yverdon-les-Bains.La ville d'Orbe dispose d'un large panel d'activités pour l'ensemble de ses habitants telles qu'une bibliothèque, une ludothèque, un centre loisir Urba Kids ainsi que des restaurants, des cafés, une piscine, un musée avec différentes représentations théâtrales.Le réseau Ajoval offre un accueil préscolaire au sein de 5 structures, un accueil parascolaire au sein de 3 structures et compte plus de cent accueillantes en milieu familial (AMF) réparties sur le territoire de la région d'Orbe, Vallorbe et la Vallée.Informations et visites : ALEXANDRA JEREZ 079 945 43 90 et TANIA LEITE 076 577 34 32.;3.5;160.0;1386630.0;10036.0;Waadt
Route de Nierlet 8, 1740 Neyruz FR;Promotion de 11 appartements à Neyruz;;3.5;170.0;1197840.0;8972.0;Fribourg
Oberzelgstrasse, 8493 Saland;Erfüllen Sie sich Ihren Traum vom Haus;;4.5;220.0;1730350.0;611.0;Zürich
Martinsweg 20/22/24, 8840 Einsiedeln;Überbauung Wasenmatte - Neubau Reiheneinfamilienhäuser;;3.5;210.0;1979040.0;866.0;Schwyz
1306 Daillens;Magnifique appartement avec vue panoramique;;3.5;68.0;1204350.0;6614.0;Waadt
1987 Hérémence;Appt 09 - Vivez la montagne autrement à Dixence Resort !;;2.5;62.0;1705620.0;11237.0;Valais
Grand Champsec, 1950 Sion;Lot C-001 - Studio au rez-de-chaussée;"Fitness, sauna, salle de jeux et de réunion, potagers et plus encore...L'écoquartier « Greenparc » se situe dans le quartier de Champsec à Sion, à proximité de toutes les commodités et des transports publics.Véritable écrin de verdure intégré au tissu urbain, ce projet composé de 8 immeubles à haute efficacité énergétique et à l'architecture épurée propose 191 appartements allant du studio au 4.5 pièces, spacieux et confortables.Vous y trouverez certainement votre futur cocon ! *** PHASE II - Spécial investisseur ***Vous cherchez à investir dans l'immobilier, découvrez de suite les nombreux studios à acheter. La liste des appartements disponibles peut être consultée sur www.greenparc.immo.***Le lot C-001 est un studio de 49 m2 au rez-de-chaussée, avec une terrasse de 9 m2 et un jardin de 26 m2, distribué comme suit :. hall d'entrée. cuisine ouverte sur le séjour donnant accès à la terrasse. un espace séparé pour la chambre. une salle de bain avec baignoire, WC et espace pour la colonne de lavageEn annexe : Place(s) de parking intérieure(s) prédéfinie(s) (en sus du prix) ; numéro(s), emplacement(s) et dimension(s) à consulter auprès de notre agence.";2.5;38.0;450490.0;2361.0;Valais
Grand Champsec, 1950 Sion;Lot J-303 - Appartement de 3.5 pces au 3ème;"Fitness, sauna, salle de jeux et de réunion, potagers et plus encore...L'écoquartier « Greenparc » se situe dans le quartier de Champsec à Sion, à proximité de toutes les commodités et des transports publics.Véritable écrin de verdure intégré au tissu urbain, ce projet composé de 8 immeubles à haute efficacité énergétique et à l'architecture épurée propose 191 appartements allant du studio au 3.5 pièces, spacieux et confortables.Vous y trouverez certainement votre futur cocon ! *** PHASE II - Spécial investisseur ***Vous cherchez à investir dans l'immobilier, découvrez de suite les nombreux studios à acheter.La liste des appartements disponibles peut être consultée sur www.greenparc.immo.***Le lot J-303 est un appartement de 3.5 pces de 94 m2 au 3ème, distribué comme suit :. hall d'entrée. une cuisine ouverte sur le séjour donnant accès au balcon. une chambre à coucher avec salle de bain attenante et un accès au balcon. un espace pour la colonne de lavage et WC aussi dans la salle de bain attenante. deux chambres donnant sur le balcon. un WC invité. une salle de doucheEn annexe : Place(s) de parking intérieure(s) prédéfinie(s) (en sus du prix) ; numéro(s), emplacement(s) et dimension(s) à consulter auprès de notre agence.";3.5;140.0;878850.0;2361.0;Valais
5454 Bellikon;Schlossberg Bellikon - Attraktives Wohnen am Hang;;3.5;160.0;1607970.0;5923.0;Aargau
Oberfeldweg 14, 4704 Niederbipp;«Stockacker-Village» - zum Wohle der Familie;;3.5;210.0;1223880.0;395.0;Bern
1468 Cheyres;3.5 pièces avec grande terrasse au 2ème étage;NOUVELLE PROMOTION A CHEYRES!Cet appartement de 3.5 pièces situé au 2ème étage de l'immeuble B. Il offre une surface habitable d'environ 62 m2 et est conçu pour offrir un espace de vie confortable et fonctionnel.L'appartement dispose d'une terrasse de plus de 20 m2, offrant un espace extérieur privé où vous pourrez profiter de l'air frais et des vues sur les environs.Il se compose comme suit:Un hall d'entrée avec armoires murales. Sur la gauche, la partie jour avec un spacieux séjour / salle à manger avec accès à la terrasse qui offre un espace convivial pour se détendre, recevoir des invités et partager des repas en famille. Les grandes fenêtres inondent la pièce de lumière naturelle, créant une atmosphère chaleureuse et agréable.Sur la droite, la partie nuit qui comprend 3 chambres à coucher et une grande salle de bains avec WC et arrivée d'eau pour la colonne de lavage.L'immeuble propose également d'autres commodités pour les résidents, telles qu'un parking souterrain sécurisé partagé avec l'immeuble A, des espaces verts communs, une buanderie commune avec colonne de lavage, des caves privées et un local technique.Une place de parc intérieure (30'000 CHF) ainsi qu'une cave complètent ce bien.Cheyres est un charmant village situé dans le canton de Fribourg, en Suisse. Il est situé dans la région de la Broye.Le village est connu pour sa situation idyllique au bord du lac de Neuchâtel, le plus grand lac entièrement suisse. Les rives du lac offrent de magnifiques paysages, avec des plages de sable, des prairies verdoyantes et une vue imprenable sur les montagnes environnantes.Le centre du village est caractérisé par ses maisons traditionnelles en pierre, ses ruelles pittoresques et son atmosphère paisible. On peut y trouver une petite église historique et quelques bâtiments anciens qui témoignent de l'histoire de la région.Cheyres est également réputée pour sa réserve naturelle, la Réserve naturelle de la Grande Cariçaie, qui se trouve à proximité. Cette réserve est l'une des plus grandes zones humides de Suisse et abrite une grande diversité d'espèces végétales et animales. Les amateurs de nature apprécieront les sentiers de randonnée et les observatoires qui permettent d'admirer la faune et la flore de la région.En plus de sa beauté naturelle, Cheyres propose diverses activités nautiques sur le lac de Neuchâtel, telles que la navigation, la pêche et les sports nautiques. Le village accueille également des événements culturels et festifs tout au long de l'année, tels que des festivals de musique, des expositions d'art et des marchés artisanaux.En résumé, Cheyres est un village paisible et pittoresque, offrant une parfaite combinaison entre nature préservée, patrimoine historique et activités de loisirs en plein air.Le village dispose de quelques commerces de proximité tels que des épiceries, des boulangerie, des petits magasins où vous pouvez acheter des produits de première nécessité ainsi que des restaurants et cafés.Le village se trouve à 17 minutes en voiture d'Yverdon-les-Bains et de Payerne. L'entrée de l'autoroute A1 en direction de Lausanne/Genève et Berne se situe à 10 minutes en voiture de l'immeuble.L'entier du cycle enfantine et primaire (soit 2 ans d'école enfantine et 6 ans d'école primaire) se déroule dans les villages de Cheyres et Châbles. Les trajets s'effectuent en bus TPF.Le Cycle d'orientation (CO) se trouve à Estavayer-le-Lac, la ligne CFF S30 qui relient Cheyres et Estavayer-le-Lac sera le moyen de transport utilisé.Prix de l'appartement : 715'000 CHFPrix de la place de parc : 30'000 CHFPrix de vente : 745'000 CHFFrais de notaire réduits car uniquement sur la quote-part terrain !Livraison prévue printemps 2025VISITES SUR DEMANDE : ALEXANDRA JEREZ 079 945 43 90 TANIA LEITE 076 577 34 32;3.5;62.0;930930.0;5635.0;Freiburg
Unterweg 25, 3302 Moosseedorf;«Wohn(t)raum im Neubau»;;2.5;130.0;1035090.0;535.0;Bern
Rte des Masses, 1988 Thyon;3.5 pièces sur les pistes des 4 Vallées - Ski-in / Ski-out;;3.5;37.0;583420.0;13242.0;Valais
Feld 26, 6166 Hasle LU;Wir bauen Ihr familienfreundliches Eigenheim mit Blick ins Grüne;;4.5;220.0;1549380.0;643.0;Kanton Luzern
Kurhausstrasse 48, 8374 Dussnang;Dussnang 'Dussliger Landsitz';;2.5;61.0;794220.0;8178.0;Sankt Gallen
Impasse Vulliama 30, 1470 Estavayer-le-Lac;Unique:  Formule Location/Achat;Unique: ***Formule Location/Achat***Formule Locaction Achat unique en Suisse:Vous louez pendent 10 ans pour 1'759.-- net/Mois, puis l'appartement vous appartient!Mis en chantier Janvier 2024, la promotion sur Estavayer - à Murist (FR)Votre appartement de haute gamme:Bienvenu à Vulliama !une nouvelle promotion sur Estavayer - à Murist (FR)Votre appartement de haute gamme: • belle terrasse orienté Sud Ouest • reduit dans l'appartement, cave au sous sol • colone lave linge/séche linge privée • garage souterrain, places exterieur, et station mobility • le tout dans un nouveau quartier verdoyant • excellente offre de sport grace à la nature et le lac de Neuchatel • Proche de tout: 3 Hopitaux, 4 Migros, 3 Coop, 3 Lidl, 3 Aldi dans l'allentour de 11-25 min de déplacementImportant: les photos montrent le type et la finission de l'appartement, mais ne sont pas précisement de celui ci. Murist est attractif du point de vue des taxes. (Canton de Fribourg)Choisissez votre appartement sur le site dédié à cette promotion sous le lien ci dessous.;2.5;60.0;751250.0;8001.0;Freiburg
1971 Grimisuat;Attique d'exception avec vue imprenable sur la plaine du Rhône;;3.5;220.0;1620990.0;4548.0;Valais
1975 St-Séverin;C'est sur les coteaux du soleil que votre future maison vous attend.;Nous allons y construire 8 magnifiques villas individuelles et 2 villas jumelée sur des parcelles allant de 380 à 670 m2. Le terrain est idéalement situé, vous aurez l'avantage d'être au calme, tout en étant à seulement quelques minutes des commodités. Le cadre de vie idéal pour votre famille. Quant à la villa à construire ? Nous avons divers modèles à vous proposer : nous nous adaptons à vos goûts et préférences. Toutes nos maisons vous offrent des pièces lumineuses grâce à de grandes baies vitrées, un espace de vie généreux et des chambres spacieuses. Un sous-sol complet est inclus. Nos villas vous offrent une surface habitable de minimum 170 m2.Parce qu'une visite est bien plus parlante que des plans ou des images, nous avons construit des villas d'exposition. Nos bureaux valaisans et notre villa d'exposition sont situés à Aproz. Nous pouvons également vous recevoir à Oron-la-Ville pour la visite de 2 autres villas d'exposition. Nous sommes ouverts du lundi au samedi et nous nous réjouissons de vous recevoir afin de vous présenter nos possibilités de construction.Spécialisés dans la construction de villas clé-en-mains depuis 1997, nous misons sur des matériaux et techniques de qualité supérieure. Chez Prologis, tout la chaîne de construction de nos villas est contrôlée de très près afin de respecter les réglementations et de garantir des logements de qualité, respectueux de l'environnement et aptes à résister à l'usure du temps. Chaque construction est différente : nos acheteurs ont la liberté de personnaliser leur projet de construction dans la limite des contraintes techniques et des règlements des construction. Tous nos clients rencontrent notre architecte pour réaliser les plans de leur maison en fonction de leurs désirs.Un budget pour le paiement des frais annexes liés à votre construction fait partie de notre offre. Nous avons inclus les postes suivants : taxes de raccordement, taxes PC, frais de mise à l'enquête et d'architecture, géomètre, aménagements extérieurs, goudronnage de la route d'accès et intérêts intercalaires. Les frais de notaire sont à prévoir en plus. Ils diffèrent selon la situation de chacun et nous nous tenons à votre disposition pour les estimer ensemble et les inclure dans votre projet. Faites-nous confiance pour votre construction ! Dessinez votre future villa avec nos architectes, choisissez les finitions et nous nous occupons de tout le reste. Nous vous remettrons les clés de votre future villa 6 mois après le début des travaux.(Textes et images non contractuels);3.5;210.0;1296790.0;5698.0;Valais
